binary,zeros,class
24000063200000bd240c00633000009d24000002b100007d24000063a0000024a30000e5a2000085200300e3430000dd24000062b000007d24000063a00100e1,68,alphaev56
9704f489819a81282f392f40e050e08fef9fefa0e0b0e00b8000c0b595a795979587950a9402f482179307a407b50704f089819a810b8000c0880f991f0a9402,29,avr
000000008c00000000470e104a9a0251da0e0000217620480000102200002334fb2c3f2400005eb718632120000022b000003d24000082b0000082b000002128,62,alphaev56
020000ac4300003c0300008c6300003c040000ac4300003c036e543463ee8727bdffe0ac40000000003821ac430000000030212403ffff24840000ac430000af,56,mips
81e5006081e5003081e5140094e5082094e554309fe5000081e5002081e5002093e518c094e5002081e504e093e50020a0e30030a0e334009fe500e081e500c0,43,arm
3081e52cc092e50030a0e30020a0e330009fe500c081e5feffffeb0400a0e1f041bde81eff2fe10000000000000000617a000030cb8ea0558c58630000000098,51,arm
00c020002908b21b00d80ab0b0f4c02000b908e10000c02000d9087cfbd82ab90ec020009908c02000d908d83ae85ac02000d908c020009908d86ac02000e908,52,xtensa
0043a0000041b0a2a15f2450f04220000041b0e0785f24dc454220000041b001005f20000041b000005d24000042200c0042a00200e243000041b000405b6b00,58,alphaev56
909300008093000082859385909300008093000030930000209300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f894,39,avr
00bd0ac2a00510a120e00600a2c323c2a00510b120e006003100001b63724301724302461f00000061000068067806ccd781000062a0db922800606910626800,48,xtensa
3863000090e9000090a9000038a0000090c9000038c00000810a0008a8ea001a3908fff390e900003ce06cbf60e7c7969109000090e90000910a000880ea001c,60,powerpc
000a24020003240000a4ac0000aaac0000a3ac0000a3ac0000a0ac380007910800c390003e0700033e07000700c49000000b3c0000a7ac1c00a7910400692500,64,mipsel
45fcf30f114df8f30f104df8f30f1005000000000f54c1f30f100d000000000f2ec80f97c083f00184c07556660fefc00f2e45f87a0a660fefc00f2e45f8744e,39,x86_64
0b4b2875c364f3650b4b08e616d300e207e715d0326100e515d100e615d42221aa5114d1722110977221922132633221822122210b40090000e0087f264ff66c,21,sh4
05d112600c60264f0b00090009004c0000008800000048000000ac000000862f962fa62fb62f224ffc7f436b5369636a0ed10ed00b4011640ed89f69922f00e4,45,sh4
00000c0000000c00000018f8c51723fffd0000307976b5cc42477000ad09768a19d9043088308080f4d902b80cc02000e80f590eb90c0b999090f42100008252,48,xtensa
8f09460ec0010256cfcecdcccb0e60000000d05e50501000a7380000a71800055010b0000dec5840f098a728000098bff08c07f4070700000000000000ff0000,60,s390
674e223900000000554233c200000000720e20790000000074be23c200000000538166ee523900000000760123c30000000022390000000000814a6e1c4823c1,61,m68k
1000000000000000017a520004781a011b0d1e001800000018000000000000003c00000000430e10449a0247da0e00000000bd231000de230180fa6b0000fe2f,72,alphaev56
08201b8b0de00224226012600820158b0be022620224126228220f8b09e418d24226826412644824088b07e4422210d4426412611821018f05e1122217d496af,19,sh4
8ce500208ce5b841d1e10020a0e30030a0e328009fe500408ce504e0c1e500e08ce5feffffeb1040bde80000a0e31eff2fe1000000006a61000000000000a57f,48,arm
4e560000203900000000538023c00000000023fc251d69f40000000072ff23c10000000023c00000000042a742a74879000000004eb90000000042804e5e4e75,65,m68k
5f20000041b000005d240000422000007da70200622800004430000085201104ff470300e37300001022000061b000007d242200e273000041b0020056280000,64,alphaev56
31fc8f017117e017d11ea01480017101e22731fb8b00e108a015410842d0e3fc333c3210d33f1201711541f68f1362f3520dd11032018b0cd112610cd20dd122,20,sh4
1080000cc4204000c200600005000000c400a000c4008000c42040001100000090122000941020044000000092100008050000008210a000c408a000c42e0000,78,sparc
00a71a00011821581051224020100058105122481010005410511a5510510aa7c4ffb958105106581010005810100018215840b0e098bfb0d407f40707000000,42,s390
2de500b08de214d04de210000be514100be50130a0e308300be52c309fe5003093e524209fe5002092e5002092e5002083e508301be50338a0e12338a0e10300,38,arm
61f6656858bac04e0000000061f665680000000058bac04e61f66568fffffff6fffffff6fffffff661f66568460c0000b08b90aa88908890c10000c088a0c020,35,xtensa
247c0803a683c1001883e1001c382100204e8000209421fff07c0802a6900100144bfffe8d38e000004800003c1d2700037d2952145529103a3d000000390800,42,powerpc
00000000211fe0e100509ce504409ce50020a0e30030a0e324009fe500508ee508108ce500408ee500108ee5feffffeb7040bde80000a0e31eff2fe100000000,50,arm
0c480000009421ffc07c0802a69001004439000000480000381d2800037d2952145529103a38e100083cc0df2560c61d697cc7492e394a000148000008394000,44,powerpc
e10a0010c9084009001041fd8f0b2242613261222512618260d8af14162c000000280000000c000000080000000400000010000000e6e4dcd000000000000000,67,sh4
fe50201000a74800005820d0a650005000a7380000a758fffe505010000dec5840f098a728000098cff09007f40000000073297cb3f627eed898e2cf01000000,51,s390
8610200180a040021680000301000000861020008408e0ffc217a044832860108338601082208001841060e8c207a0488218800180a0000182402000820860ff,49,sparc
e3feffffebff0000e284309fe50030d3e51003a0e1ff0000e2000460e00c3094e5002093e5020000e0000083e51030d4e5000053e30800001a143094e5003093,50,arm
6a590a04ea5f00003d240000618dca146a59020040c510004f8d0300e0c310006f8d18004f8d2a146a5900044a5d1e04ef4700005ea70800fea52000de230180,42,alphaev56
a0020000100100632421180000f8ff60182000a42701004224fbff4018212800000d0000100000000021104300801002002000a427211082000000043c380084,61,mipsel
b908b819c02000b908c02000a908a839c02000a908a8499859c02000a908c0200099080c29c020009908a2a0fec02000a9085c49c020009908c02000a908c020,50,xtensa
00003d2000003cc032bb60c611ac90c9000088c8001490c9000038c000fb90c9000090e9000091490000394046c2914900009149000039400001914900003940,58,powerpc
8c000000000000428c0c00428d000000000000428c000000000000428c0000023c5400288daf0009240400c68c000049ac6d000924000049accd260924000040,69,mipsel
000089090000890900003d20000091090000894a00019149000038a0000038c000003c600000386300004cc631824800000138600000800100147c0803a63821,66,powerpc
ac000046ac0000033c2400639021300000001e0300031e0300000043acfaff0324000043ac0000033c0c0064900c006324ff008430000044ac000045ac080064,61,mipsel
6000d100400093a24928d507a0480300000082106000d100400091a2892891a248a893a001280300000082106000d100400081aa4aa8010000001d8000050100,58,sparc
6b0000ba2708003ea500005ea710005ea518007ea520009ea52800bea53000dea50004ff470000bd234000de230180fa6b0700232c040003211104ff47040043,47,alphaev56
0010213c0600003c05000024840060240700018cc800088ca8005824420001ad0400008cc80008000216008ca8005800021603ad0400001047fff63c0a000024,58,mips
f6ffffff000000010000007155536419447255284518454b255825538d13604ea01df1385513600c301c300c3223600840560303e22fd122213ad11262017215,26,sh4
80000000ffb08254c049c044802f004ebafef24fef00207203b28056c149c144812f0449c3b2835cc049c044802f004ebafea2508f49c0b08252c049c0448023,30,m68k
20dce10228a0e14228a0e1002083e5042093e5002083e50720a0e3002083e50020a0e30030a0e3feffffeb0400a0e11040bde81eff2fe1000000000000000000,50,arm
1e0018000000180000000000000060000000004a0e10459a0248da0e000000007da71104ff4700005eb7000010220000e1b300405b6b0000ba2700005ea70004,71,alphaev56
ebfffc7d615b784e8000209421ffe093e1001c7c3f0b78907f0008813f00087d2900d07d234b78397f002083ebfffc7d615b784e8000209421ffe093e1001c7c,28,powerpc
ffffa46200269462002690e200243c0200008c45001c9462002627bdffe024420001248600283042ffffa46200263c020000afbf001caca600003c06000094c5,41,mips
0200008c42009c3c030000ac6200003c0200008c44008cac6400002442008c8c440004ac6400008c440008ac6400008c42000cac62000010000008000010213c,61,mips
8f000000000000428c21e8c0034c00be8f5000bd270800e0030000000098ffbd276400beaf21f0a003211080006c00c5af6800c2a7e14602241800c2a72000c0,52,mipsel
28179652012817e6c21032170028170002403020b12020f48600002217001df000003661007d0139172257002817f6c21032170028170002403020b12020f486,39,xtensa
ff4489c1baf6ffffff4489c689c7e8f5feffff0fbfd0b908a7ffffbefaffffff89cfe85ffeffffba08a7ffffbe0100000089d7e82dfeffffbe00000000eb3748,19,x86_64
0400658c08006390000045ac000043ac02000324000043ac0000033c4000638c000044ac000043ac2400438d0000043c000043ac0000033c2000638000008424,63,mipsel
23c10000000022300e0423c10000000052807203b28066e4428041f9000000002200568122301e0023c10000000022300e1c23c10000000052807203b28066e0,58,m68k
00147d475378b10a00063c600000892a000438a00000b10a000839000006212900ed9507000c7d29491038630000212900f790ea00106129000988ea00049126,51,powerpc
a07cc999081b22a622f37c682100008902c624000c0ae5dbffa02a20b10000810000a2980165eeff3c08b2a0ffb088d280aa208c0a0c1ab2cac3e2a0a8d10000,34,xtensa
000039200001900100249361000c9381001093e1001cabba0000913e0004419e00084800000057bd063e3be000043b7e00083b9e000b38a000033880002a7f63,54,powerpc
00000c4ac02000a9080c19c020009908c020009908c02000a908c020009908c020009908c02000a908c020009908c020009908c02000a908c020009908c02000,65,xtensa
003d200000392900009149000438a000007d3f4b783b0000013ba900043f80a208639cca923b20fffc3b4900083b600000637bc3453ae0000148000090b2ff00,49,powerpc
e57c309fe5002081e5003081e5000081e510209ce56c309fe5002081e5000081e5003081e51c30dce55c409fe5ff3003e2003081e520009ce50020a0e3000081,42,arm
00075f1f4f0733110501f000c0e0910000f09100002081e0910000f0910000229526952695237080819181822b91838083109200001092000026e03fe7e09100,48,avr
0d0000ba1c304be20c0093e80000e0e30211e0e3feffffeb0030a0e10140a0e10310a0e10420a0e114404be2180094e8030051e10430d2e0580000ba14404be2,43,arm
10005820d112482020005420d11650201000a7180000a7f4000f1831893000025820d10e583320005820d12650302000a71a0001a71e0001a7c4fff15810d126,43,s390
ffffda012082e2010052e3f9ffffda2c519fe50810d5e50000a0e3feffffebff0000e21830d5e5900303e00338a0e12338a0e1b821d5e11332a0e10338a0e100,29,arm
0450401000503010005830d1865050100058303000503010005830d156584030005040100058303004503010005830d15250301000502010005810d14ea74800,58,s390
d04be204b09de41eff2fe104b02de500b08de20cd04de208000be508301be5003063e20300a0e100d04be204b09de41eff2fe104b02de500b08de20cd04de208,36,arm
000030910000309300002093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf,39,avr
28392000a77d2903a6394a0000810a00003929ffff5529063e910a00004200fff07c0802a6810600009421ffe03d400000910a00003c80000090010024396400,51,powerpc
00044300073c0900003c0200008c42001c100000033c090000a44000183c0900008d22001c8c4200008c4200003c040000948300100043182500031c0000031c,65,mips
b000c2e124119fe5fbffff1a0200a0e30b20e0e320c19fe50050d1e5200083e50100d1e5242083e50070dce52060d3e5045081e5040081e50550a0e3f402d3e1,35,arm
0000000000017a520004781a011b0d1e001800000018000000000000004400000000430e10419a024cda0e00000000bd230004ff4700005ea71000de230180fa,70,alphaev56
815b000091490000815e001091490000815e001491490000a95e002891490000895e002a91490000895e002b91490000a15e002c914900009389000039400017,52,powerpc
0000000ccd0fb1000020488390c893a80dc0c410c02000380ba0ac20c10000210000c02000390bc0c9100c539090f43902c90ec02000280ba09920e62902f08f,53,xtensa
c000003863000081490004914900048149000c910a00008149000c814900103d200000914900004cc63182480000018001001438600000382100107c0803a64e,57,powerpc
0000008d50ff668b05000000008915000000008b0500000000488b050000000031f685d2400f95c63b300f9ec00fb6c00db6b4ffff330500000000ffc9890500,62,x86_64
813381309300002093000024813581309300002093000001968330910501f4809100009091000090930000809300001f921f921f921f921f921f921f921f9280,45,avr
000000005400448d0b8e0a8f09460ec00174cfcecd0e6000005820d03e5810d03a0de1a72800005840f09898dff09407f4000000000000000000000000000000,65,s390
103ffbc8206000050000148410a1dbc4206000c8206000c4206000c8206000c420600084102001c4206000052908118410a12ac4206000c400e000c420600092,54,sparc
ff3003e2000000ea05305be50300a0e100d04be204b09de41eff2fe104b02de500b08de20cd04de20030a0e10c100be505304be50c301be51f0053e30400008a,44,arm
53e3faffffda0020a0e3070000ea803080e0023083e028108de2033181e0243013e5000053e30200001a012082e2020052e3f5ffffda0220a0e3cc309fe50c20,40,arm
b10000525300c02000380b8100009803310000c020005809910000c0200039089809c020003908310000c020009908c0200038034804c020003908310000c020,66,xtensa
031000d14ea71a0004191ba774fffa5820d16658a020084830200aa7180001bf9f2004a7c40004a71800005710d14a1021a72affffa748009a8820001f5810d1,34,s390
9a0276da0e000001000000010000000100e14300007d24000023b000003d24000021a00100e143000023b00104e24718004220000081a0000083b0040081a000,70,alphaev56
b745f801d05dc3554889e589fa89f0668955fc668945f80fb745fc662b45f85dc3554889e589fa89f0668955fc668945f80fb745fc660faf45f85dc3554889e5,7,x86_64
84e504e09de50020a0e30030a0e338009fe508e084e508b084e5086084e5081084e508c084e5feffffeb0000a0e314d08de2f04fbde81eff2fe1000000000000,41,arm
0827bd002827bdffe0afbf001c0c00000b000000003c0200008c4200083c030000ac6200003c02e28f3442deb7ac62000010000008000010213c030000246300,60,mips
2148ffff3f2081162448810622480100e14310004fa022f6414821f62148a1074140060020e410004fa014002fa021f62148210741480100e1430100e0c31000,33,alphaev56
68001c6800505aed00b060001cb31a0002b3100000ed0050520019a7d400066800b068a7f400076800b068ed00b060001a5840b0a898bfb09c07f407077fdfff,48,s390
00000004d11023dcd11023dc0000c0200088080c080c192089932d088100000002408020b1bcf2210000a802a020749a8a8080f42088c18080748a82808074a0,48,xtensa
001294a600040002140000021403ac6200009122001094a40006304200ffac6200008d020004ac620000ac660000ac6400008ca200083c040000000030212484,60,mips
d17c677221ffe782217221526700e57221222122212221322112d2322132212262222162210b4000e600e0264ff6690b00f66829000000140000002000000028,31,sh4
7fdcf3787ffbfb7883bf00047fa3eb7848000001806300004800000139200000913f003c83df003c2f9e0000419d00382f9d0000409e003057c9103a7fc3f378,42,powerpc
7d0139172247002817f6c21032070028170002403020b12020748600002207001df00000003661007d012257002217002020602020f41df0003661007d014d02,48,xtensa
000000b56df4f427d3485e0200e24300001022000041b000005d24000061b0000081b000009d24000042a000005eb7000064b00200e2431f04ff5f000041b025,60,alphaev56
60001480001001000000c207a04880a060000480000c01000000d207a0481120000040000000010000008210000884100001c207a04480a08001148000200100,75,sparc
090000810a0024894a002891090000914900003d400000814a000091490000394000b0914900004cc63182480000018001001438600000382100107c0803a64e,59,powerpc
05000000c400a000c4206000070000008410e000c600e000c6206000c600a004c6206000c400a008c420600005000000c410a0008528a0108530a010c4206000,72,sparc
bf00000000c744240cfcffffff8b12c70001000000488d44240c48890500000000488b05000000008b008b05000000008905000000008b0500000000c7050000,71,x86_64
d606e000921ac01d920a7fb790124008932a2018912f20109810000b94100018933a60187fffffb89132201081c7e00881e800009de3bf9005000000c210a000,40,sparc
126662661266626612616260126117d109cb3263022600e6322115d32262326315d0322115d3222115d23221222122213221222122213221222111d222622221,6,sh4
ffff4230080062a40000023c0800e00318004224e0ffbd271c00bfaf0000023c1c0040ac0000023c0400428c000000000000438c0000023c180043ac0000023c,59,mipsel
008014faff0424100044ac26fa04340000a4ac1c00cc8c14006a8c1000498c0800638d0000043c000005ad0000023c21300000213800000000842400004cac00,56,mipsel
023c0000438c0000043c0000438ce0ffbd270000023c213000002138000000008424000043ac1c00bfaf000040ac0000000c000000001c00bf8f211000000800,69,mipsel
fc8975f8837df800740f8b45fcba00000000f775f889d0eb038b45fc5dc3554889e5897dfc8975f8837df800740d8b45fcba00000000f775f8eb038b45fc5dc3,25,x86_64
004900003d4000009421fff03c600000894a000038a0000038c000003863000090010014914900004cc63182480000018001001438600000382100107c0803a6,62,powerpc
85e5083085e50c1095e5013083e200c081e5101095e5010053e3fc219fe5000081e5f7ffff0a0130a0e304c092e5083082e5b431d2e10020a0e32800a0e30210,35,arm
002000430140035400d0ca50002000430140045400d0ca50002000431140055410d0ca50102000a75e0003a774ffd15810d0c65430d0c250302000a748000058,54,s390
1f0760ec30092992211cd10b41122ff2618364f36509e60b410b7504e1a262fc3117d0111b00e5c11b00e615d1c11b2221a15214d42221e2219221d062222112,15,sh4
42bd4347040000001cc8e102ef8fe8308c97c02db5a03fdaff0000e21eff2fe1000000000030a0e3050000ea011081e2000000ea0010a0e3000051e3faffffda,48,arm
7dec488975e0c745fc00000000837dec027523488b45e04883c008488b00be000000004889c7e80000000085c07507c745fc01000000e8bafdffffe868feffff,40,x86_64
a0e100d04be204b09de41eff2fe104b02de500b08de20cd04de208000be50c100be50c301be51f0053e30900008a0020e0e30c301be53223a0e108301be50300,41,arm
017a520004781a011b0d1e001800000018000000000000004c00000000430e10419a024eda0e000000405b6b0000ba270000bd230004ff4700005ea71000de23,65,alphaev56
07080000001c0000007c010000000000006800000000410e108602430d0602630c070800001c0000009c010000000000005400000000410e108602430d06024f,81,x86_64
00648c0000023c000064ac0400438c0000043c0400438ce0ffbd272130000021380000000084240000023c000043ac1c00bfaf0000000c000000001c00bf8f21,64,mipsel
000000c217a0448328601085306010c207a048832880011080000301000000c217a0448328601083306010b010000181e8000081c3e008010000009de3bfa082,53,sparc
301000433020085430d0aa5030100058002009a73800005820d0a6500010000de55840f098a728000098dff09407f4070700000000000000ff00000000c25470,64,s390
00080000000027bdffe0afbf001cafbe001803a0f021afc50024afc40020afc7002cafc600288fc200288fc3002c004310251040000b000000008fc300248fc2,50,mips
0e290db7160b310000cd0fad0346e9ff0000210000910000c020002802210000f9095212002100000c37c02000b802c020006804c02000280421000048066100,60,xtensa
1082809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e0,35,avr
00a9020c022908c02000882b810000c02000c80bc02000c908c02000c81bc02000c908c02000b82bc02000b9080c1bc02000b908c0200029087cfbc02000b908,58,xtensa
04017482702f04017482702f04017482ffff77010001fff6dc00fffcffff77010001702f04017482702f04017482702f040174820000429041f9000000002010,42,m68k
08b839c02000a908a849c02000b9089859c02000a908c020009908910000c020009809c020009908910000c02000990892a0a3c020009908910000c020009908,59,xtensa
00103929ffe02f890000419c0014815f000c7d4748303900000048000040813f000c552af87e813f00102129001f7d494c3080df0008815f00107cc750307d27,43,powerpc
e10000000010402de9ecffffeb2c309fe50220e0e3002083e524209fe5002092e5002083e50020a0e30030a0e314009fe5feffffeb0000a0e31040bde81eff2f,41,arm
6bb26001c9022b52608220326012202260726bb26001c9022b52608220326012202260726bb26001c9022b52608220326012202260726bb26001c9022b526082,28,sh4
0000040f121adffffffffa8a000c7b0c0ab08b20768807990d980cb9099d0a0cdab2a0408d0b4c097689040b888080f40baa56eafe3c5981000092580006ffff,35,xtensa
e3620472e36110711f512c311ae22021e3611071e36210722f5201722f11e36110711f5201e11732ea8be3610471118403611c6101711c62e361047123601180,14,sh4
ff0000000048c78518ffffff0000000048c78520ffffff0000000048c78528ffffff0000000048c78530ffffff0000000048c78538ffffff00000000c745a0fc,51,x86_64
00c020600086102009c620600086102001c62060003b000000fa076000fa206000fa06e000fa206000fa00a004fa206000fa00a008fa206000fa00a00cfa2060,65,sparc
00008b3d00000000e8ebfeffff4589f84489f189da4489e689c7e8c0feffff0fbec80fbe1500000000be04000000bf04000000e8c6fdffff3d22b7176b0f95c0,39,x86_64
6c780a00000000005093e9002081e5002083e52c009fe50020a0e30030a0e3004081e500e081e500c081e5feffffeb1040bde80000a0e31eff2fe10000000000,54,arm
00814a0000394000003969001091490004390800003860ffff3889000838a0000038c000013940000080e9000c2f8a00008149000c9167000080e9000c814800,61,powerpc
d2226222211dd2226222211cd222633221215332212253322123533221245332212553322126533221275328523221222114d22062222113d22262222113d222,1,sh4
81281f04ff470000c6b20000dd240400e473000082b0020081280000c6360400e473000082b0030081280000d5b20400e473000082b0040081280400e4730000,57,alphaev56
e90068240700023c020000ac470104952200043042ffff00a2100410400002032038218e0200083c020000ac4000008dce010cac4e00008f0e0108ac4e000024,55,mips
1083e5b012d2e1041083e5242092e5042083e5044083e55220a0e3042083e50620a0e3042083e53c209fe5042083e52c209fe50c2092e5042083e50020a0e300,32,arm
043c0000842401008590000002a1ff00a530fdff0224000065ac0000043c000062ac3150023ce0ffbd2721300000213800000000842462534224000062ac1c00,53,mipsel
0000043c06f5023ce0ffbd270000033c2130000021380000000084240be64234000062ac1c00bfaf0000000c000000001c00bf8f211000000800e0032000bd27,63,mipsel
147d0a0734392000017d2956307d2848505529f4be7d29fe705507043e5529043e7d493bd67d4a39d67d2a48505529043e7d293e30815f00187d494b78913f00,19,powerpc
090000000000007000000000410e20429a048f03410d0f57cfda0c1e00000020000000cc090000000000006c00000000410e20429a048f03410d0f56cfda0c1e,70,alphaev56
80ca0024814a001490c9000038c00000914900003d40000090e9000091090000814a0000914900004cc63182480000018001001438600000382100107c0803a6,61,powerpc
3095e588009fe5043084e5043095e5043084e5003095e5043084e5043084e51c3095e5043084e568309fe5043084e564309fe5043084e5043084e50730a0e304,31,arm
2058074827000440508091209893208393c60000880798172d083d091df000003661007d012907391749272827f6c23b38272c022023100c034807f054116827,33,xtensa
6000c400a008c420600005000000c400a000c420600005000000c400a000c420600084103fffc420600005000000c408a0008528a0188538a018c42060008410,66,sparc
100000f9ff40180800a3270000023c14000010480040ac0100422403004328fdff6014000000000100e724fbffe01821100000020000100100c62421300000fa,60,mipsel
2c000000089908c020009908b100000ce41903310000c020004908c02000b9084903c10000d10000310000a10000c02000b908990e991e290fc02000b908e003,64,xtensa
61e070e0029704f460e070e02c2f3d2f40e050e080e090e000d06d2d00d01092000080910000df91cf911f910f91ff90ef90df90089500d080e090e000c0e82f,48,avr
af12222cd100e6506012622bd12cd4222128d2226222212ad222622221fee232212221222122211bd2226222210c62518400e50c6008602b2002215ae2222125,13,sh4
0c0000000021e8c0032c00bf8f2800be8f2400b38f2000b28f1c00b18f1800b08f3000bd270800e00300000000d0ffbd272c00bfaf2800beaf2400b3af2000b2,51,mipsel
20429a048f03410d0f4dcfda0c1e00000020000000b0070000000000007800000000430e20429a048f03410d0f57cfda0c1e00000020000000d4070000000000,72,alphaev56
9321e8c0030400be8f0800bd270800e00300000000f8ffbd270400beaf21f0a003211080000800c2a70800c2970000000023100200ffff423021e8c0030400be,55,mipsel
00480e10499a0268da0e0000040022a000007da7000026300000102200005eb700003d24000081a000003d24000081b041f39f24d0118420000081b0000063a0,62,alphaev56
00632402006228fbff40142110000003000010030043280100422403004328fdff6014000000000000023c1000428c0b0000100000023c03004328feff601401,59,mipsel
000000c600a0008410a000c6206000c400a004c4206000053fffe28410a151b01020009210200094102000c420600011000000400000009012200081c7e00881,65,sparc
e2224f2221f6e2222100e5222100e622210ad20bd022620bd42221fce222210ad222210ad22221222122210b40090000e0264f0b000900090000000000040000,40,sh4
809100009091000090930000809300008091000090e0909300008093000085ef90e090930000809300008fef9fef909300008093000020910000309100003093,70,avr
0000033c0c00648c0000033c000064ac0400448c04004224000064ac0400428c0000043ce0ffbd27213000002138000000008424000062ac1c00bfaf000060ac,60,mipsel
08007408b480651a20790000000020100c806202e0d15fc149c1448123c10000000042b900000000760e23c30000000070fa42834c4308006778207900000000,58,m68k
00909100009093000080930000809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8,46,avr
f0e086859785822b932b9787868780910000909100004850510950930000409300004091000050910000413f8fef580704f000c085e190e09093000080930000,52,avr
d12a503010005820200050201000a7280000502010005850d126a728000150201000a7080000a74800005820d12250001000a7380000a71800005010c0000de5,62,s390
9600c080e090e08230910504f04f5f5f4f00c040e050e01416150604f42f5f3f4f1216130604f48091000090910000909300008093000088e090e09093000080,51,avr
8093000010920000e0910000f091000080819181892b01f000c08ae68093000081e090e0909300008093000083e08093000023e0809100009091000081609093,63,avr
8b55fc89c1d3ea89d0eb038b45fc5dc3554889e5897dfc8975f8837df81f770e8b45f88b55fc89c1d3ea89d0eb038b45fc5dc3554889e548897df8488b45f848,5,x86_64
fc914600004800000c810900189149001c8149000c3ce045db8109001060e734e6814a00003c60000038a0000038c00000915c00003d40000090ea0000386300,58,powerpc
00005bc34883ec08e843ffffffb800000000eb134863d08b14950000000089150000000083c00183f8017ee8c70500000000010000008b050000000089050000,63,x86_64
3c0000023c040063241c0040acf1ff09240000073c00000a3c00000b3c01000e2400000c3c8f320f2421c060001c00468c000000001b00c9100000043c1800e0,62,mipsel
4889e5f30f1145fcf30f114df8f30f104df8f30f1005000000000f54c1f30f100d000000000f2ec80f97c083f00184c07556660fefc00f2e45f87a0a660fefc0,39,x86_64
85a76c1e80b68555c54885307c1e8090c53a08e9c55405baae001064047ac960027ac8d4050284000000ff0282000000ff9484b4865cc244020282000000ff4c,35,m68k
59007cb981000099080602000082c8f7910000890981000088086c899728ed22a0ff1df000364100a5fbff8100008808910000c0200089098100008218008080,51,xtensa
600180a7600004bffffb86102000031cc281821060a805000000c220a0001080000882102000050000008410a000c600800305000000c620a0008200600180a0,66,sparc
c020008802d68b0d0632008100005cacc02000c908c02000a908a10000c10000c02000a9081ceac02000a908a10000d10000c02000a80ac02000a908a10000c0,64,xtensa
01c4852d42fff4202efff0222efff4448140806e14202e0008222e000c242e001092ae001491826008202e0008222e000c20402241200822094cdf00fc4e5e4e,33,m68k
0400000008000000080000000800e808c10000990ac02000d808c90ed80d0c1ee90b990db10000990cc0200088089100000c3c880ab80bc24900980b90882089,62,xtensa
0100000089c6e87904000089c60fb745800fb7c0448b856cffffff4489e94489e289c7e83c0400000fbfd08b050000000039c20f92c00fb6c04139c70f95c00f,39,x86_64
ff0010e33000000a0f0097e814c0a0e30f0088e85cc084e5003094e578129fe5013083e2120053e3003084e5420000ca182094e5000055e308b084e5ff2002e2,41,arm
1a000050e31a20a01310402de9000093e50420c31598209fe50040a0e3000082e590009fe508108315000082e51800d3e5141093e5ff0000e2000082e51a00a0,47,arm
b2806e5c4a2efffe6e1e4a2efffc6f18102efffe49c0122efffc49c176804c4138022203b2806e384a2efffe6e244a2efffc6e1e4a2efffe6718102efffc49c0,9,m68k
e8427d400026554afffe7cea50389146000080c9002080e5000080c600007cea07347d4a6e707f8a300041bd0014394900647cca3caa7cca3daa480000282f87,35,powerpc
00000031d28b050000000041b8ad7c70330fbe350000000089c841f7f0b8fd49000085d27410810d00000000547150378b050000000089078b0500000000bf00,62,x86_64
200b00e32c0e00c32cc704e448440dc4480404e444000081b00f008328100063282317614803048344000061b00000882c0300622cc4048248430d6248030483,40,alphaev56
4e56fff843eefffa4ebaffac700123c00000000020390000000023c00000000023fc74b28ed40000000042b90000000042a742a74879000000004eb900000000,61,m68k
0801000cb0ae00086e304aae00086e1e4aae000c6e184aae00086712203c7fffffff4c6e08010008b0ae000c6e0c202e00084c2e0800000c6004202e00084e5e,46,m68k
0005b149000c3940fff89949000e480000009421fff07c0802a6900100143d20000039400000914900003d400000394a0000890a000f91090000810a00109109,60,powerpc
00017a520004781a011b0d1e001800000018000000000000006800000000460e104c9a0247da0e0000000022385d905f24948042200100e143000043b000005e,65,alphaev56
240200224f00007da7000006b51104ff4700001022a209824000004ab0b4005f20000047b0ff005f20000041b01f04ff47000049a00000c3a000008aa0000065,61,alphaev56
d113d02021026118216a61b33129015331b18de4e1a9af0900fb00000000008c000000840000009000000010000000440000007c000000800000004000000088,69,sh4
0000002400000018000000000000020800448c0c8d0b8e0a8f09460ec0010301a6cfcecdcc0e6000200018235830d1ea5020100058404000504010005820d1e6,60,s390
000090122073d026400003000000c2006000c406a000c4008000c4204000c407200003000000c4206000c406e000c4206000c4076000b0102000921020009410,72,sparc
d00f900f90df91cf910895cf93df9300d01f92cdb7deb789836a838a81882301f089819a81692f00d0892f00c089810f900f900f90df91cf910895cf93df9300,26,avr
2081e50020a0e304e081e504c081e504c081e504c081e504c081e504c081e504c081e504c081e504c081e5045081e5045081e5045081e5044081e5044081e5fe,33,arm
80930000809100009091000090930000809300008091000090910000909300008093000030930000209300008deb93e490930000809300008091000090910000,75,avr
00c28f00000000261862000800c48f0c00c28f00000000262082000080023c242082000800c28f00000000262082000c00c28f00000000232082000c00c28f00,69,mipsel
c02000a908c02000a908c02000a908d80dc02000a908980cc02000d908a80fc020009908980ec02000a908c020009908920b00c10000909074c02000926800d1,59,xtensa
